localidad,pollutant,year,HH,HL,LH,LL,NS
ENGATIVA,PM2.5,2020,0,0,1,0,51
ENGATIVA,PM2.5,2021,1,0,0,1,50
ENGATIVA,PM2.5,2022,2,0,0,3,47
ENGATIVA,PM2.5,2023,3,0,0,0,49
ENGATIVA,PM2.5,2024,2,0,0,0,50
ENGATIVA,SO2,2011,0,0,0,49,3
ENGATIVA,SO2,2012,0,0,0,50,2
ENGATIVA,SO2,2014,15,0,0,0,37
ENGATIVA,SO2,2015,5,0,0,0,47
ENGATIVA,SO2,2016,1,0,0,0,51
ENGATIVA,SO2,2017,0,0,0,49,3
ENGATIVA,SO2,2018,0,0,0,22,30
ENGATIVA,SO2,2019,4,0,0,6,42
ENGATIVA,SO2,2020,0,0,0,21,31
ENGATIVA,SO2,2021,0,0,0,42,10
ENGATIVA,SO2,2022,0,0,0,48,4
ENGATIVA,SO2,2023,2,0,0,17,33
ENGATIVA,SO2,2024,11,0,0,11,30
ENGATIVA,eBC,2021,1,0,0,12,39
ENGATIVA,eBC,2022,8,0,0,1,43
ENGATIVA,eBC,2023,40,0,0,1,11
FONTIBON,CO,2010,0,0,0,6,24
FONTIBON,CO,2011,6,0,0,0,24
FONTIBON,CO,2012,2,0,0,0,28
FONTIBON,CO,2013,0,0,0,4,26
FONTIBON,CO,2014,2,0,0,0,28
FONTIBON,CO,2015,0,0,0,6,24
FONTIBON,CO,2016,0,0,0,11,19
FONTIBON,CO,2017,0,0,0,24,6
FONTIBON,CO,2018,0,0,0,0,30
FONTIBON,CO,2019,0,0,0,24,6
FONTIBON,CO,2020,0,0,0,0,30
FONTIBON,CO,2021,7,0,0,3,20
FONTIBON,CO,2022,4,0,0,0,26
FONTIBON,CO,2023,7,0,0,0,23
FONTIBON,CO,2024,15,0,0,0,15
FONTIBON,NO2,2010,9,0,0,0,21
FONTIBON,NO2,2013,12,0,0,0,18
FONTIBON,NO2,2014,12,0,0,0,18
FONTIBON,NO2,2015,2,0,0,0,28
FONTIBON,NO2,2016,22,0,0,0,8
FONTIBON,NO2,2017,0,0,0,14,16
FONTIBON,NO2,2018,0,0,0,0,30
FONTIBON,NO2,2019,28,0,0,0,2
FONTIBON,NO2,2020,4,0,0,0,26
FONTIBON,NO2,2021,26,0,0,0,4
FONTIBON,NO2,2022,30,0,0,0,0
FONTIBON,NO2,2023,30,0,0,0,0
FONTIBON,NO2,2024,30,0,0,0,0
FONTIBON,O3,2010,0,0,0,0,30
FONTIBON,O3,2011,0,0,0,0,30
FONTIBON,O3,2012,0,0,0,1,29
FONTIBON,O3,2013,0,0,0,8,22
FONTIBON,O3,2014,0,0,0,4,26
FONTIBON,O3,2015,0,0,0,0,30
FONTIBON,O3,2016,4,0,0,0,26
FONTIBON,O3,2017,0,0,0,16,14
FONTIBON,O3,2018,0,0,0,3,27
FONTIBON,O3,2019,0,0,0,3,27
FONTIBON,O3,2020,20,0,0,2,8
FONTIBON,O3,2021,21,0,0,6,3
FONTIBON,O3,2022,22,0,0,0,8
FONTIBON,O3,2023,0,0,0,7,23
FONTIBON,O3,2024,21,0,0,0,9
FONTIBON,PM10,2010,5,0,0,0,25
FONTIBON,PM10,2011,9,0,0,0,21
FONTIBON,PM10,2012,5,0,0,0,25
FONTIBON,PM10,2013,4,0,0,0,26
FONTIBON,PM10,2014,5,0,0,0,25
FONTIBON,PM10,2015,7,0,0,0,23
FONTIBON,PM10,2016,6,0,0,0,24
FONTIBON,PM10,2017,8,0,0,0,22
FONTIBON,PM10,2018,7,0,0,0,23
FONTIBON,PM10,2019,13,0,0,0,17
FONTIBON,PM10,2020,1,0,0,0,29
FONTIBON,PM10,2021,15,0,0,0,15
FONTIBON,PM10,2022,28,0,0,0,2
FONTIBON,PM10,2023,25,0,0,0,5
FONTIBON,PM10,2024,16,0,0,0,14
FONTIBON,PM2.5,2010,11,0,0,0,19
FONTIBON,PM2.5,2011,7,0,0,0,23
FONTIBON,PM2.5,2012,5,0,0,0,25
FONTIBON,PM2.5,2013,1,0,0,0,29
FONTIBON,PM2.5,2014,14,0,0,0,16
FONTIBON,PM2.5,2015,7,0,0,0,23
FONTIBON,PM2.5,2016,6,0,0,0,24
FONTIBON,PM2.5,2017,4,0,0,0,26
FONTIBON,PM2.5,2018,3,0,1,0,26
FONTIBON,PM2.5,2019,4,0,2,0,24
FONTIBON,PM2.5,2020,18,0,0,0,12
FONTIBON,PM2.5,2021,11,0,0,0,19
FONTIBON,PM2.5,2022,25,0,0,0,5
FONTIBON,PM2.5,2023,25,0,0,0,5
FONTIBON,PM2.5,2024,20,0,0,0,10
FONTIBON,SO2,2011,0,0,0,8,22
FONTIBON,SO2,2012,0,0,0,8,22
FONTIBON,SO2,2014,8,0,0,0,22
FONTIBON,SO2,2015,25,0,0,0,5
FONTIBON,SO2,2016,21,0,0,0,9
FONTIBON,SO2,2017,0,0,0,9,21
FONTIBON,SO2,2018,2,0,0,5,23
FONTIBON,SO2,2019,17,0,0,0,13
FONTIBON,SO2,2020,0,0,0,0,30
FONTIBON,SO2,2021,0,0,0,0,30
FONTIBON,SO2,2022,0,0,0,16,14
FONTIBON,SO2,2023,0,0,0,3,27
FONTIBON,SO2,2024,0,0,0,3,27
FONTIBON,eBC,2021,25,0,0,0,5
FONTIBON,eBC,2022,20,0,0,4,6
FONTIBON,eBC,2023,23,0,0,1,6
KENNEDY,CO,2010,37,0,0,2,22
KENNEDY,CO,2011,51,0,0,0,10
KENNEDY,CO,2012,46,0,0,0,15
KENNEDY,CO,2013,29,0,0,0,32
KENNEDY,CO,2014,58,0,0,0,3
KENNEDY,CO,2015,19,0,0,6,36
KENNEDY,CO,2016,0,0,0,40,21
KENNEDY,CO,2017,24,0,0,8,29
KENNEDY,CO,2018,20,0,0,0,41
KENNEDY,CO,2019,31,0,0,10,20
KENNEDY,CO,2020,38,0,0,0,23
KENNEDY,CO,2021,51,0,0,0,10
KENNEDY,CO,2022,36,0,0,0,25
KENNEDY,CO,2023,59,0,0,0,2
KENNEDY,CO,2024,60,0,0,0,1
KENNEDY,NO2,2010,40,0,0,0,21
KENNEDY,NO2,2013,61,0,0,0,0
KENNEDY,NO2,2014,36,0,0,0,25
KENNEDY,NO2,2015,57,0,0,0,4
KENNEDY,NO2,2016,55,0,0,0,6
KENNEDY,NO2,2017,1,0,0,50,10
KENNEDY,NO2,2018,46,0,0,0,15
KENNEDY,NO2,2019,60,0,0,0,1
KENNEDY,NO2,2020,53,0,0,0,8
KENNEDY,NO2,2021,61,0,0,0,0
KENNEDY,NO2,2022,56,0,0,0,5
KENNEDY,NO2,2023,52,0,0,0,9
KENNEDY,NO2,2024,49,0,0,0,12
KENNEDY,O3,2010,0,0,0,46,15
KENNEDY,O3,2011,0,0,0,20,41
KENNEDY,O3,2012,0,0,0,46,15
KENNEDY,O3,2013,0,0,0,45,16
KENNEDY,O3,2014,0,0,0,39,22
KENNEDY,O3,2015,6,0,0,12,43
KENNEDY,O3,2016,7,0,0,11,43
KENNEDY,O3,2017,0,0,0,55,6
KENNEDY,O3,2018,0,0,0,47,14
KENNEDY,O3,2019,7,0,0,18,36
KENNEDY,O3,2020,36,0,0,12,13
KENNEDY,O3,2021,39,0,0,16,6
KENNEDY,O3,2022,0,0,0,3,58
KENNEDY,O3,2023,33,0,0,4,24
KENNEDY,O3,2024,3,0,0,1,57
KENNEDY,PM10,2010,59,0,0,0,2
KENNEDY,PM10,2011,60,0,0,0,1
KENNEDY,PM10,2012,59,0,0,0,2
KENNEDY,PM10,2013,59,0,0,0,2
KENNEDY,PM10,2014,60,0,0,0,1
KENNEDY,PM10,2015,61,0,0,0,0
KENNEDY,PM10,2016,61,0,0,0,0
KENNEDY,PM10,2017,60,0,0,0,1
KENNEDY,PM10,2018,60,0,0,0,1
KENNEDY,PM10,2019,61,0,0,0,0
KENNEDY,PM10,2020,54,0,0,0,7
KENNEDY,PM10,2021,59,0,0,0,2
KENNEDY,PM10,2022,59,0,0,0,2
KENNEDY,PM10,2023,56,0,0,0,5
KENNEDY,PM10,2024,58,0,0,0,3
KENNEDY,PM2.5,2010,61,0,0,0,0
KENNEDY,PM2.5,2011,60,0,0,0,1
KENNEDY,PM2.5,2012,58,0,0,0,3
KENNEDY,PM2.5,2013,58,0,0,0,3
KENNEDY,PM2.5,2014,61,0,0,0,0
KENNEDY,PM2.5,2015,59,0,0,0,2
KENNEDY,PM2.5,2016,59,0,0,0,2
KENNEDY,PM2.5,2017,58,0,0,0,3
KENNEDY,PM2.5,2018,52,0,0,0,9
KENNEDY,PM2.5,2019,54,0,0,0,7
KENNEDY,PM2.5,2020,47,0,1,0,13
KENNEDY,PM2.5,2021,41,0,0,0,20
KENNEDY,PM2.5,2022,59,0,0,0,2
KENNEDY,PM2.5,2023,58,0,0,0,3
KENNEDY,PM2.5,2024,59,0,0,0,2
KENNEDY,SO2,2011,36,0,0,1,24
KENNEDY,SO2,2012,37,0,0,1,23
KENNEDY,SO2,2014,0,0,0,0,61
KENNEDY,SO2,2015,53,0,0,0,8
KENNEDY,SO2,2016,60,0,0,0,1
KENNEDY,SO2,2017,25,0,0,1,35
KENNEDY,SO2,2018,54,0,0,3,4
KENNEDY,SO2,2019,31,0,0,0,30
KENNEDY,SO2,2020,35,0,0,0,26
KENNEDY,SO2,2021,26,0,0,0,35
KENNEDY,SO2,2022,29,0,0,5,27
KENNEDY,SO2,2023,30,0,0,3,28
KENNEDY,SO2,2024,0,0,0,2,59
KENNEDY,eBC,2021,61,0,0,0,0
KENNEDY,eBC,2022,48,0,0,3,10
KENNEDY,eBC,2023,43,0,0,3,15
LOS MARTIRES,CO,2010,0,0,0,19,0
LOS MARTIRES,CO,2011,0,0,0,1,18
LOS MARTIRES,CO,2012,0,0,0,5,14
LOS MARTIRES,CO,2013,2,0,0,2,15
LOS MARTIRES,CO,2014,0,0,0,0,19
LOS MARTIRES,CO,2015,1,0,0,3,15
LOS MARTIRES,CO,2016,4,0,0,0,15
LOS MARTIRES,CO,2017,1,0,0,0,18
LOS MARTIRES,CO,2018,2,0,0,0,17
LOS MARTIRES,CO,2019,12,0,0,0,7
LOS MARTIRES,CO,2020,1,0,0,0,18
LOS MARTIRES,CO,2021,0,0,0,0,19
LOS MARTIRES,CO,2022,8,0,0,0,11
LOS MARTIRES,CO,2023,1,0,0,0,18
LOS MARTIRES,CO,2024,6,0,0,0,13
LOS MARTIRES,NO2,2010,19,0,0,0,0
LOS MARTIRES,NO2,2013,10,0,0,0,9
LOS MARTIRES,NO2,2014,19,0,0,0,0
LOS MARTIRES,NO2,2015,0,0,0,15,4
LOS MARTIRES,NO2,2016,0,0,0,3,16
LOS MARTIRES,NO2,2017,19,0,0,0,0
LOS MARTIRES,NO2,2018,1,0,0,0,18
LOS MARTIRES,NO2,2019,0,0,0,2,17
LOS MARTIRES,NO2,2020,0,0,0,0,19
LOS MARTIRES,NO2,2021,0,0,0,3,16
LOS MARTIRES,NO2,2022,1,0,0,0,18
LOS MARTIRES,NO2,2023,2,0,0,0,17
LOS MARTIRES,NO2,2024,1,0,0,0,18
LOS MARTIRES,O3,2010,0,0,0,7,12
LOS MARTIRES,O3,2011,0,0,0,14,5
LOS MARTIRES,O3,2012,0,0,0,8,11
LOS MARTIRES,O3,2013,0,0,0,16,3
LOS MARTIRES,O3,2014,0,0,0,13,6
LOS MARTIRES,O3,2015,0,0,0,16,3
LOS MARTIRES,O3,2016,0,0,0,16,3
LOS MARTIRES,O3,2017,3,0,0,0,16
